"Beech.harvest.d","Spruce.harvest.d"
1.56006487764736,0.832359888143475
-1.57350702210065,1.5478280975836
0.0155070630528053,5.9005914229065
-0.741536809510245,-3.87975288476837
1.11988058293113,-6.14653386778724
0.442536486966119,4.42246668287619
0.29059307741053,-4.26755728853669
0.0730700243235072,-1.20721773292236
0.768071543355931,-2.68749468628232
1.22155333384706,2.41201420694064
-0.0380656198040209,-3.84410078944113
0.769246969887933,-0.969299297285132
-1.0549385337025,1.45186040796852
1.25579518761667,1.57895559833463
-0.795278493830257,0.444499726304139
0.949752032557702,1.32107477220958
-0.779437982667326,-0.897414748202102
-0.485042214446396,-0.416327476022849
-0.10393139644861,0.162759237188776
-0.10275835873505,7.02667726801367
-0.908014955610498,-8.78107006100547
0.676137443043947,2.98158801035039
-0.696100746704684,2.26690652824472
1.02657105600238,2.98479366382108
0.423365739066253,2.46962429338992
1.31518514754732,-2.31236016120651
-1.17748034968017,1.57956593102325
2.10224557193962,-2.45477640278464
-1.70196969672501,-0.233022127269791
0.148715770659211,-0.0632595917705077
-0.0420842982929893,3.09668410646103
-0.787593688914997,-1.05915484832363
0.770174414446707,2.27818499377163
1.16754206966186,0.521064478819721
0.0724514733740915,2.25989230535691
-0.572287654900463,-0.727145398078302
-0.711144311394641,20.6019484175687
-1.25570309752027,-17.5807322425068
-1.07835536206164,6.54433048354011
0.378462063370426,-8.70499081493089
1.12169541582576,0.544738666369599
1.00274027649836,0.157716218069379
-0.817580581243717,0.119101012616171
3.42363451494094,-2.40227410304534
-3.30681060050179,-1.25087785772732
