"Beech.harvest.d","Spruce.harvest.d"
1.62777577152142,2.12366018533654
-2.77809325589896,-2.863170771202
-0.0369074815989389,4.71686057500223
0.160200853144857,-3.34536083524877
0.957753458657858,-1.67379386554898
-2.17007074651926,2.9583810045528
0.443413187023761,-2.11758161598513
1.92393847555931,0.276397174046898
-0.497574275226701,-0.549790218120735
-1.2918168871203,0.684754611288225
1.46761629962893,-0.83132862688731
2.17892699590131,-1.55215019373868
-2.29639985838111,2.09387520808402
-0.748979289194778,-0.828483125848902
-0.344031311300673,0.66142064184794
-0.986081037503941,0.49076050622508
-0.23707415693207,1.21334375294106
-0.0140372067087018,-0.468420408137632
0.408432737628124,2.02048153886776
-0.773271798685134,2.47464847484562
0.898363229936337,-7.83485271457928
-1.30923251438392,2.79367526376415
-0.485766320803978,1.05632254001057
0.976004819693285,2.08947609430046
1.43674186631881,0.0245722320242315
-1.95675312611973,-0.337275684688499
-1.94542514510526,2.50402644233545
1.45896783571246,-0.418326838687418
0.559075503191615,-1.27053810283836
0.202322910608967,-2.6229380847704
3.16040951243603,-0.000445612163086806
-3.29797072080866,4.67427719742805
0.270328354885977,2.10695239627802
-0.749179038589622,0.563580463185581
-0.1781871125321,-1.91024490776421
0.87880238405167,2.20897674939935
2.18414048698856,41.3051580164944
-2.20524557034679,-31.4198981972002
-1.05833453824325,-12.8732429504411
-0.992383070719987,1.17688721426178
1.398505497999,0.18789582132145
-0.626640758349849,0.286015372240233
-0.93534788671749,-0.474620687245265
-0.671212728034109,-1.27894399001828
0.129550168212855,-0.0750906949899658
